,Per week,Cumulatief
Jaar,Week,Periode,Verleende schade,Verleend,Uitgekeerd,Verleende schade,Verleend,Uitgekeerd
2018,27,02-07-2018 t/m 08-07-2018,105450,108145,10000,181471,184166,1000000000
2018,26,25-06-2018 t/m 01-07-2018,2213,2213,10000,76022,76022,1000000000
2018,25,18-06-2018 t/m 24-06-2018,11422,11422,10000,73809,73809,1000000000
2018,24,11-06-2018 t/m 17-06-2018,18842,18842,10000,62388,62388,1000000000
2018,23,04-06-2018 t/m 10-06-2018,17964,17964,10000,43546,43546,1000000000
2018,22,28-05-2018 t/m 03-06-2018,0,0,10000,25583,25583,1000000000
2018,21,21-05-2018 t/m 27-05-2018,25583,25583,10000,25583,25583,1000000000
2018,20,14-05-2018 t/m 20-05-2018,0,0,10000,0,0,1000000000
2018,19,07-05-2018 t/m 13-05-2018,0,0,10000,0,0,1000000000
2018,18,30-04-2018 t/m 06-05-2018,0,0,10000,0,0,1000000000
2018,17,23-04-2018 t/m 29-04-2018,0,0,10000,0,0,1000000000
2018,16,16-04-2018 t/m 22-04-2018,0,0,10000,0,0,1000000000
2018,15,09-04-2018 t/m 15-04-2018,0,0,10000,0,0,1000000000
2018,14,02-04-2018 t/m 08-04-2018,0,0,10000,0,0,1000000000
2018,13,26-03-2018 t/m 01-04-2018,0,0,10000,0,0,1000000000
2018,12,19-03-2018 t/m 25-03-2018,0,0,10000,0,0,1000000000
2018,11,12-03-2018 t/m 18-03-2018,0,0,10000,0,0,1000000000
2018,10,05-03-2018 t/m 11-03-2018,0,0,10000,0,0,1000000000
2018,9,26-02-2018 t/m 04-03-2018,0,0,10000,0,0,1000000000
2018,8,19-02-2018 t/m 25-02-2018,0,0,10000,0,0,1000000000
2018,7,12-02-2018 t/m 18-02-2018,0,0,10000,0,0,1000000000
2018,6,05-02-2018 t/m 11-02-2018,0,0,10000,0,0,1000000000
2018,5,29-01-2018 t/m 04-02-2018,0,0,10000,0,0,1000000000
2018,4,22-01-2018 t/m 28-01-2018,0,0,10000,0,0,1000000000
2018,3,15-01-2018 t/m 21-01-2018,0,0,10000,0,0,1000000000
2018,2,08-01-2018 t/m 14-01-2018,0,0,10000,0,0,1000000000
2018,1,01-01-2018 t/m 07-01-2018,0,0,10000,0,0,1000000000
2017,52,25-12-2017 t/m 31-12-2017,0,0,10000,0,0,1000000000
2017,51,18-12-2017 t/m 24-12-2017,0,0,10000,0,0,1000000000
2017,50,11-12-2017 t/m 17-12-2017,0,0,10000,0,0,1000000000
2017,49,04-12-2017 t/m 10-12-2017,0,0,10000,0,0,1000000000
2017,48,27-11-2017 t/m 03-12-2017,0,0,10000,0,0,1000000000
2017,47,20-11-2017 t/m 26-11-2017,0,0,10000,0,0,1000000000
2017,46,13-11-2017 t/m 19-11-2017,0,0,10000,0,0,1000000000
2017,45,06-11-2017 t/m 12-11-2017,0,0,10000,0,0,1000000000
2017,44,30-10-2017 t/m 05-11-2017,0,0,10000,0,0,1000000000
2017,43,23-10-2017 t/m 29-10-2017,0,0,10000,0,0,1000000000
2017,42,16-10-2017 t/m 22-10-2017,0,0,10000,0,0,1000000000
2017,41,09-10-2017 t/m 15-10-2017,0,0,10000,0,0,1000000000
2017,40,02-10-2017 t/m 08-10-2017,0,0,10000,0,0,1000000000
2017,39,25-09-2017 t/m 01-10-2017,0,0,10000,0,0,1000000000
2017,38,18-09-2017 t/m 24-09-2017,0,0,10000,0,0,1000000000
2017,37,11-09-2017 t/m 17-09-2017,0,0,10000,0,0,1000000000
2017,36,04-09-2017 t/m 10-09-2017,0,0,10000,0,0,1000000000
2017,35,28-08-2017 t/m 03-09-2017,0,0,10000,0,0,1000000000
2017,34,21-08-2017 t/m 27-08-2017,0,0,10000,0,0,1000000000
2017,33,14-08-2017 t/m 20-08-2017,0,0,10000,0,0,1000000000
2017,32,07-08-2017 t/m 13-08-2017,0,0,10000,0,0,1000000000
2017,31,31-07-2017 t/m 06-08-2017,0,0,10000,0,0,1000000000
2017,30,24-07-2017 t/m 30-07-2017,0,0,10000,0,0,1000000000
2017,29,17-07-2017 t/m 23-07-2017,0,0,10000,0,0,1000000000
2017,28,10-07-2017 t/m 16-07-2017,0,0,10000,0,0,1000000000
2017,27,03-07-2017 t/m 09-07-2017,0,0,10000,0,0,1000000000
2017,26,26-06-2017 t/m 02-07-2017,0,0,10000,0,0,1000000000
2017,25,19-06-2017 t/m 25-06-2017,0,0,10000,0,0,1000000000
2017,24,12-06-2017 t/m 18-06-2017,0,0,10000,0,0,1000000000
2017,23,05-06-2017 t/m 11-06-2017,0,0,10000,0,0,1000000000
2017,22,29-05-2017 t/m 04-06-2017,0,0,10000,0,0,1000000000
2017,21,22-05-2017 t/m 28-05-2017,0,0,10000,0,0,1000000000
2017,20,15-05-2017 t/m 21-05-2017,0,0,10000,0,0,1000000000
2017,19,08-05-2017 t/m 14-05-2017,0,0,10000,0,0,1000000000
2017,18,01-05-2017 t/m 07-05-2017,0,0,10000,0,0,1000000000
2017,17,24-04-2017 t/m 30-04-2017,0,0,10000,0,0,1000000000
2017,16,17-04-2017 t/m 23-04-2017,0,0,10000,0,0,1000000000
2017,15,10-04-2017 t/m 16-04-2017,0,0,10000,0,0,1000000000
2017,14,03-04-2017 t/m 09-04-2017,0,0,10000,0,0,1000000000
2017,13,31-03-2017 t/m 02-04-2017,0,0,10000,0,0,1000000000
